radio://0/80/2M/E7E7E7E731,75.0,180.0,2085.0,106.0,151.0,1.0
radio://0/80/2M/E7E7E7E731,75.0,180.0,2085.0,106.0,151.0,1.0
radio://0/80/2M/E7E7E7E731,75.0,180.0,2086.0,106.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,75.0,180.0,2086.0,106.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,177.0,2086.0,106.0,155.0,1.0
radio://0/80/2M/E7E7E7E731,72.0,177.0,2086.0,106.0,155.0,1.0
radio://0/80/2M/E7E7E7E731,72.0,177.0,2082.0,106.0,159.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,177.0,2082.0,106.0,159.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2082.0,106.0,159.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2082.0,106.0,159.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2088.0,107.0,158.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2088.0,107.0,158.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2088.0,107.0,158.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2088.0,107.0,158.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2087.0,107.0,154.0,1.0
radio://0/80/2M/E7E7E7E731,73.0,182.0,2087.0,107.0,154.0,1.0
radio://0/80/2M/E7E7E7E731,70.0,182.0,2087.0,107.0,154.0,1.0
radio://0/80/2M/E7E7E7E731,70.0,182.0,2087.0,107.0,154.0,1.0
radio://0/80/2M/E7E7E7E731,70.0,182.0,2085.0,109.0,154.0,0.0
radio://0/80/2M/E7E7E7E731,70.0,182.0,2085.0,109.0,154.0,0.0
radio://0/80/2M/E7E7E7E731,72.0,182.0,2085.0,109.0,154.0,1.0
radio://0/80/2M/E7E7E7E731,72.0,182.0,2085.0,109.0,154.0,1.0
radio://0/80/2M/E7E7E7E731,72.0,182.0,2088.0,106.0,157.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,182.0,2088.0,106.0,157.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2088.0,106.0,157.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2088.0,106.0,157.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2082.0,104.0,154.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2082.0,104.0,154.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2082.0,104.0,154.0,3.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2082.0,104.0,154.0,3.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2085.0,105.0,152.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,183.0,2085.0,105.0,152.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,178.0,2085.0,105.0,152.0,1.0
radio://0/80/2M/E7E7E7E731,73.0,178.0,2085.0,105.0,152.0,1.0
radio://0/80/2M/E7E7E7E731,73.0,178.0,2085.0,104.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,73.0,178.0,2085.0,104.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,184.0,2085.0,104.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,184.0,2085.0,104.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,71.0,184.0,2077.0,108.0,152.0,1.0
radio://0/80/2M/E7E7E7E731,71.0,184.0,2077.0,108.0,152.0,1.0
radio://0/80/2M/E7E7E7E731,74.0,183.0,2077.0,108.0,152.0,1.0
radio://0/80/2M/E7E7E7E731,74.0,183.0,2077.0,108.0,152.0,1.0
radio://0/80/2M/E7E7E7E731,74.0,183.0,2084.0,105.0,155.0,0.0
radio://0/80/2M/E7E7E7E731,74.0,183.0,2084.0,105.0,155.0,0.0
radio://0/80/2M/E7E7E7E731,72.0,178.0,2084.0,105.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,178.0,2084.0,105.0,155.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,178.0,2084.0,107.0,158.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,178.0,2084.0,107.0,158.0,2.0
radio://0/80/2M/E7E7E7E731,72.0,184.0,2084.0,107.0,158.0,3.0
radio://0/80/2M/E7E7E7E731,72.0,184.0,2084.0,107.0,158.0,3.0
radio://0/80/2M/E7E7E7E731,72.0,184.0,2077.0,104.0,155.0,4.0
radio://0/80/2M/E7E7E7E731,72.0,184.0,2077.0,104.0,155.0,4.0
radio://0/80/2M/E7E7E7E731,70.0,194.0,2077.0,104.0,155.0,1.0
radio://0/80/2M/E7E7E7E731,70.0,194.0,2077.0,104.0,155.0,1.0
